"instituto de ensino e pesquisa da santa casa de belo horizonte";"iepsc"
"instituto latino americano pesq e ens odontologico ilapeo ltda";"ilapeo"
"instituto nac. metrologia, normalização e qualidade industrial";"inmetro"
"instituição toledo de ensino";"ite"
"instituto agronômico do paraná";"iapar"
"instituto agronômico";"iac"
"instituto biológico";"ibsp"
"instituto brasiliense de direito público";"idp"
"instituto butantan";"ibu"
"instituto de assist. médica ao servidor público estadual";"iamspe"
"instituto de botanica";"ibt"
"instituto de educação tecnológica";"ietec"
"instituto de engenharia nuclear";"ien"
"instituto de ensino e pesquisa";"insper"
"instituto de ensino superior e pesquisa";"inesp"
"instituto de física teórica/unesp";"ift/unesp"
"instituto de medicina integral professor fernando figueira";"imip"
"instituto de pesca - apta - sec. de agr. e abast. - sp";"ip"
"instituto de pesq.tecnológicas do estado de são paulo";"ipt"
"instituto de pesquisa econômica aplicada";"ipea"
"instituto de pesquisa jardim botanico do rio de janeiro";"jbrj"
"instituto de pesquisas ecológicas";"ipê"
"instituto de pesquisas energéticas e nucleares";"ipen"
"instituto de radioproteção e dosimetria";"ird"
"instituto de tecnologia de alimentos";"ital"
"instituto de tecnologia para o desenvolvimento";"lactec"
"instituto de zootecnia iz/apta-saa/sp";"iz/apta"
"instituto do patrimônio histórico e artístico nacional";"iphan"
"instituto educatiehoog de ensino e pesquisa ltda";"educatie"
"instituto evandro chagas";"iec"
"instituto federal de educação, ciencia e tecnologia do piauí";"ifpi"
"instituto federal de educação, ciência e tecnologia da paraíba";"ifpb"
"instituto federal de educação, ciência e tecnologia de goiás";"ifg"
"instituto federal de educação, ciência e tecnologia de mato grosso";"ifmt"
"instituto federal de educação, ciência e tecnologia de minas gerais";"ifmg"
"instituto federal de educação, ciência e tecnologia de pernambuco";"ifpe"
"instituto federal de educação, ciência e tecnologia de santa catarina";"ifsc"
"instituto federal de educação, ciência e tecnologia de são paulo";"ifsp"
"instituto federal de educação, ciência e tecnologia do amazonas";"ifam"
"instituto federal de educação, ciência e tecnologia do ceará";"ifce"
"instituto federal de educação, ciência e tecnologia do espírito santo";"ifes"
"instituto federal de educação, ciência e tecnologia do maranhão";"ifma"
"instituto federal de educação, ciência e tecnologia do pará";"ifpa"
"instituto federal de educação, ciência e tecnologia do rio de janeiro";"ifrj"
"instituto federal de educação, ciência e tecnologia do rio grande do norte";"ifrn"
"instituto federal de educação, ciência e tecnologia do triângulo mineiro";"iftm"
"instituto federal de educação, ciência e tecnologia fluminense";"iff"
"instituto federal de educação, ciência e tecnologia goiano";"ifgoiano"
"instituto federal de educação, ciência e tecnologia sudeste de minas gerais";"ifsemg"
"instituto federal de educação, ciência e tecnologia sul-rio-grandense";"ifsul"
"instituto militar de engenharia";"ime"
"instituto nacional da propriedade industrial";"inpi"
"instituto nacional de cardiologia";"inc"
"instituto nacional de câncer";"inca"
"instituto nacional de pesquisas da amazônia";"inpa"
"instituto nacional de pesquisas espaciais";"inpe"
"instituto nacional de telecomunicações";"inatel"
"instituto nacional de traumatologia e ortopedia";"into"
"instituto superior de administração e economia do mercosul";"isae"
"instituto superior de teologia aplicada";"inta"
"instituto sírio-libanês de ensino e pesquisa";"iep"
"instituto tecnológico de aeronáutica";"ita"
"laboratório nacional de computação ciêntífica";"lncc"
"museu de astronomia e ciências afins";"mast"
"núcleo paradigma ensino e consultoria em psicologia ltda";"paradigma"
"observatório nacional";"on"
"pontifícia universidade católica de campinas";"puccamp"
"pontifícia universidade católica de goiás";"puc-goiás"
"pontifícia universidade católica de minas gerais";"puc-mg"
"pontifícia universidade católica de são paulo";"puc-sp"
"pontifícia universidade católica do paraná";"puc-pr"
"pontifícia universidade católica do rio de janeiro";"puc-rio"
"pontifícia universidade católica do rio grande do sul";"puc-rs"
"sociedade beneficente israelita brasileira albert einstein";"sbibae"
"sociedade brasileira de bioquímica e biologia molecular";"sbbq"
"sociedade brasileira de fisiologia";"sbfis"
"sociedade brasileira de física";"sbf"
"sociedade brasileira de matemática";"sbm"
"universidade da integração internac. da lusofonia afro-brasileira";"unilab"
"universidade de são paulo/centro de energia nuclear agricultura";"usp/cena"
"universidade regional do noroeste do estado do rio grande do sul";"unijuí"
"universidade regional integrada do alto uruguai e das missões";"uri"
"universidade de são paulo/escola superior de agricultura luiz de queiroz";"usp/esalq"
"universidade  de itaúna";"ui"
"universidade anhanguera de são paulo";"unian-sp"
"universidade anhanguera";"uniderp"
"universidade anhembi morumbi";"uam"
"universidade camilo castelo branco";"unicastelo"
"universidade católica de brasília";"ucb"
"universidade católica de pelotas";"ucpel"
"universidade católica de pernambuco";"unicap"
"universidade católica de petrópolis";"ucp/rj"
"universidade católica de santos";"unisantos"
"universidade católica do salvador";"ucsal"
"universidade católica dom bosco";"ucdb"
"universidade cidade de são paulo";"unicid"
"universidade comunitária da região de chapecó";"unochapecó"
"universidade cruzeiro do sul";"unicsul"
"universidade cândido mendes";"ucam"
"universidade da amazônia";"unama"
"universidade da força aérea";"unifa"
"universidade da região de joinville";"univille"
"universidade de brasília";"unb"
"universidade de caxias do sul";"ucs"
"universidade de cruz alta";"unicruz"
"universidade de cuiabá";"unic"
"universidade de fortaleza";"unifor"
"universidade de franca";"unifran"
"universidade de marília";"unimar"
"universidade de mogi das cruzes";"umc"
"universidade de ribeirão preto";"unaerp"
"universidade de rio verde";"fesurv"
"universidade de santa cruz do sul";"unisc"
"universidade de santo amaro";"unisa"
"universidade de sorocaba";"uniso"
"universidade de são paulo";"usp"
"universidade de taubaté";"unitau"
"universidade de uberaba";"uniube"
"universidade do contestado";"unc"
"universidade do estado da bahia";"uneb"
"universidade do estado de mato grosso";"unemat"
"universidade do estado de minas gerais";"uemg"
"universidade do estado de santa catarina";"udesc"
"universidade do estado do amazonas";"uea"
"universidade do estado do pará";"uepa"
"universidade do estado do rio de janeiro";"uerj"
"universidade do estado do rio grande do norte";"uern"
"universidade do extremo sul catarinense";"unesc"
"universidade do grande rio - prof jose de souza herdy";"unigranrio"
"universidade do oeste de santa catarina";"unoesc"
"universidade do oeste paulista";"unoeste"
"universidade do planalto catarinense";"uniplac/sc"
"universidade do sagrado coração";"usc"
"universidade do sul de santa catarina";"unisul"
"universidade do vale do itajaí";"univali"
"universidade do vale do paraíba";"univap"
"universidade do vale do rio dos sinos";"unisinos"
"universidade do vale do sapucai";"univas"
"universidade estadual paulista júlio de mesquita filho";"unesp"
"universidade estadual da paraiba";"uepb"
"universidade estadual de campinas";"unicamp"
"universidade estadual de feira de santana";"uefs"
"universidade estadual de goiás";"ueg"
"universidade estadual de londrina";"uel"
"universidade estadual de maringá";"uem"
"universidade estadual de mato grosso do sul";"uems"
"universidade estadual de montes claros";"unimontes"
"universidade estadual de ponta grossa";"uepg"
"universidade estadual de roraima";"uerr"
"universidade estadual de santa cruz";"uesc"
"universidade estadual do ceará";"uece"
"universidade estadual do centro-oeste";"unicentro"
"universidade estadual do maranhão";"uema"
"universidade estadual do norte do paraná";"uenp"
"universidade estadual do norte fluminense darcy ribeiro";"uenf"
"universidade estadual do oeste do paraná";"unioeste"
"universidade estadual do paraná";"unespar"
"universidade estadual do piauí";"uespi"
"universidade estadual do sudoeste da bahia";"uesb"
"universidade estadual vale do acaraú";"uva-ce"
"universidade estácio de sá";"unesa"
"universidade federal da bahia";"ufba"
"universidade federal da fronteira sul";"uffs"
"universidade federal da grande dourados";"ufgd"
"universidade federal da integração latino-americana";"unila"
"universidade federal da paraiba";"ufpb"
"universidade federal de alagoas";"ufal"
"universidade federal de alfenas";"unifal"
"universidade federal de campina grande";"ufcg"
"universidade federal de goiás";"ufg"
"universidade federal de itajubá";"unifei"
"universidade federal de juiz de fora";"ufjf"
"universidade federal de lavras";"ufla"
"universidade federal de mato grosso";"ufmt"
"universidade federal de minas gerais";"ufmg"
"universidade federal de ouro preto";"ufop"
"universidade federal de pelotas";"ufpel"
"universidade federal de pernambuco";"ufpe"
"universidade federal de rondônia";"unir"
"universidade federal de santa catarina";"ufsc"
"universidade federal de santa maria";"ufsm"
"universidade federal de são carlos";"ufscar"
"universidade federal de são joão del-rei";"ufsj"
"universidade federal de são paulo";"unifesp"
"universidade federal de uberlândia";"ufu"
"universidade federal de viçosa";"ufv"
"universidade federal do acre";"ufac"
"universidade federal do amapá";"unifap"
"universidade federal do amazonas";"ufam"
"universidade federal do cariri";"ufca"
"universidade federal do ceará";"ufc"
"universidade federal do espírito santo";"ufes"
"universidade federal do estado do rio de janeiro";"unirio"
"universidade federal do maranhão";"ufma"
"universidade federal do oeste da bahia";"ufob"
"universidade federal do oeste do pará";"ufopa"
"universidade federal do paraná";"ufpr"
"universidade federal do pará";"ufpa"
"universidade federal do recôncavo da bahia";"ufrb"
"universidade federal do rio de janeiro";"ufrj"
"universidade federal do rio grande do norte";"ufrn"
"universidade federal do rio grande do sul";"ufrgs"
"universidade federal do rio grande";"furg"
"universidade federal do sul e sudeste do pará";"unifesspa"
"universidade federal do triângulo mineiro";"uftm"
"universidade federal do vale do são francisco";"univasf"
"universidade federal dos vales do jequitinhonha e mucuri";"ufvjm"
"universidade federal fluminense";"uff"
"universidade federal rural da amazônia";"ufra"
"universidade federal rural de pernambuco";"ufrpe"
"universidade federal rural do rio de janeiro";"ufrrj"
"universidade federal rural do semi-árido";"ufersa"
"universidade feevale";"feevale"
"universidade fumec";"fumec"
"universidade guarulhos";"ung"
"universidade ibirapuera";"unib"
"universidade josé do rosário vellano";"unifenas"
"universidade luterana do brasil";"ulbra"
"universidade metodista de piracicaba";"unimep"
"universidade metodista de são paulo";"umesp"
"universidade metropolitana de santos";"unimes"
"universidade municipal de são caetano do sul";"uscs"
"universidade nilton lins";"uninilton"
"universidade norte do paraná";"unopar"
"universidade nove de julho";"uninove"
"universidade paranaense";"unipar"
"universidade paulista";"unip"
"universidade positivo";"up"
"universidade potiguar";"unp"
"universidade presbiteriana mackenzie";"upm"
"universidade presidente antonio carlos";"unipac"
"universidade regional de blumenau";"furb"
"universidade regional do cariri";"urca"
"universidade salgado de oliveira";"universo"
"universidade salvador";"unifacs"
"universidade santa cecília";"unisanta"
"universidade santa úrsula";"usu"
"universidade severino sombra";"uss"
"universidade são francisco";"usf"
"universidade são judas tadeu";"usjt"
"universidade tecnológica federal do paraná";"utfpr"
"universidade tiradentes";"unit-se"
"universidade tuiuti do paraná";"utp"
"universidade vale do rio doce";"univale"
"universidade vale do rio verde";"unincor"
"universidade veiga de almeida";"uva"
"universidade vila velha";"uvv"
